pmcid,diagnosis,umls_cui,umls_name,umls_prob,count,group_ix,start_char,end_char
2494616,phantom limb pain,C0031315,PHANTOM LIMB PAIN,0.9794905185699463,13,79,8118,20615
2494616,phantom limb pain,C4048296,Phantom Limb Pain,0.9794905185699463,13,79,8118,20615
2494616,phantom limb pain,C3495442,Phantom pain,0.8421396017074585,13,79,8118,20615
2494616,phantom limb pain,C0030196,pain limb,0.7109892964363098,13,79,8118,20615
2494616,phantom limb pain,C0452135,Phantom limb syndrome without pain,0.6966620087623596,13,79,8118,20615
2648877,Autism Spectrum Disorder,C0524528,Autism spectrum disorder,0.9845767617225647,15,11,10521,18387
2648877,Autism Spectrum Disorder,C1510586,Autism spectrum disorder,0.9845767617225647,15,11,10521,18387
2648877,Autism Spectrum Disorder,C0004352,Autism disorder,0.7902024388313293,15,11,10521,18387
2648877,Autism Spectrum Disorder,C4286238,Autism Spectrum Disorder Gene Panel Reagents,0.7291615009307861,15,11,10521,18387
2648877,Autism Spectrum Disorder,C4286239,Autism Spectrum Disorder Gene Mutation Reagents,0.721701443195343,15,11,10521,18387
3002948,eating disorders prone,C0013473,EATING DISORDERS,0.8533963561058044,15,65,8290,19457
3002948,eating disorders prone,C0596170,binge disorders eating,0.7596011161804199,15,65,8290,19457
3002948,eating disorders prone,C0855228,Disordered Eating,0.7074334025382996,15,65,8290,19457
3002948,eating disorders prone,C4042784,Feeding and Eating Disorders,0.6898925304412842,15,65,8290,19457
3002948,eating disorders prone,C0013447,disorders earing,0.6843474507331848,15,65,8290,19457
3045463,idiopathic Parkinson's disease,C0030567,Idiopathic Parkinson's disease,0.9701851606369019,21,52,6018,21237
3182403,Parkinson's disease,C0030567,DISEASE PARKINSON'S,0.9629952907562256,21,379,0,26805
3324921,epilepsy,C0014544,epilepsy,0.9930600523948669,5,228,9056,28693
3324921,epilepsy,C0014547,Local epilepsy,0.8565506935119629,5,228,9056,28693
3324921,epilepsy,C0014553,Minor epilepsy,0.8548762202262878,5,228,9056,28693
3324921,epilepsy,C0393725,Eating epilepsy,0.8358542323112488,5,228,9056,28693
3324921,epilepsy,C0376532,epilepsy roland,0.8218892216682434,5,228,9056,28693
3423412,Alzheimer disease,C0002395,ALZHEIMER DISEASE,0.9341862797737122,14,403,2069,24627
3423412,Alzheimer disease,C1364818,Alzheimer disease,0.9341862797737122,14,403,2069,24627
3423412,Alzheimer disease,C1418985,Alzheimer disease 3,0.9084566235542297,14,403,2069,24627
3423412,Alzheimer disease,C1843013,Alzheimer disease 3,0.9084566235542297,14,403,2069,24627
3423412,Alzheimer disease,C1418986,Alzheimer disease 4,0.9060426950454712,14,403,2069,24627
3423412,mild cognitive impairment,C1270972,Mild cognitive impairment,0.9720510244369507,8,404,2069,24627
3423412,mild cognitive impairment,C0338656,cognitive impairment,0.8798452019691467,8,404,2069,24627
3423412,mild cognitive impairment,C3554639,Severe cognitive impairment,0.7759852409362793,8,404,2069,24627
3447931,amyotrophic lateral sclerosis,C0002736,Amyotrophic lateral sclerosis,0.972338080406189,20,346,0,25604
3447931,amyotrophic lateral sclerosis,C1862939,Amyotrophic Lateral Sclerosis 1,0.95508873462677,20,346,0,25604
3447931,amyotrophic lateral sclerosis,C1822695,amyotrophic lateral sclerosis 4,0.9438249468803406,20,346,0,25604
3447931,amyotrophic lateral sclerosis,C1414860,amyotrophic lateral sclerosis 6,0.9394366145133972,20,346,0,25604
3447931,amyotrophic lateral sclerosis,C2931786,Amyotrophic Lateral Sclerosis 6,0.9394366145133972,20,346,0,25604
3510214,mal de debarquement syndrome,C1608983,Mal de debarquement syndrome,0.9310316443443298,20,389,2266,31419
3510214,mal de debarquement syndrome,C0853695,syndrome de,0.6530311703681946,20,389,2266,31419
3510214,mal de debarquement syndrome,C0878681,Dent syndrome,0.6516091823577881,20,389,2266,31419
3510214,mal de debarquement syndrome,C4303593,DEND syndrome,0.5567460060119629,20,389,2266,31419
3510214,mal de debarquement syndrome,C0039082,Syndrome,0.5411238670349121,20,389,2266,31419
3701149,transient auditory hallucinations,C0233762,auditory hallucinations,0.8228644728660583,12,196,11779,21523
3701149,transient auditory hallucinations,C0018524,hallucinations,0.6567831039428711,12,196,11779,21523
3701149,22q11.2 Deletion Syndrome,C0012236,22q11.2 deletion syndrome,0.9288032054901123,13,197,11779,21523
3701149,22q11.2 Deletion Syndrome,C0220704,22q11.2 Deletion Syndrome,0.9288032054901123,13,197,11779,21523
3701149,22q11.2 Deletion Syndrome,C2936346,22q11 Deletion Syndrome,0.842059314250946,13,197,11779,21523
3701149,22q11.2 Deletion Syndrome,C4518343,Distal 22q11.2 microdeletion syndrome,0.8059272766113281,13,197,11779,21523
3701149,22q11.2 Deletion Syndrome,C1853490,Deletion 22q13 Syndrome,0.7591739892959595,13,197,11779,21523
3742334,marijuana abuse,C0024809,Marijuana abuse,0.9404541850090027,10,49,7512,22496
3742334,marijuana abuse,C0024810,MARIJUANA USE,0.7966894507408142,10,49,7512,22496
3742334,marijuana abuse,C4084815,Use Marijuana,0.7966894507408142,10,49,7512,22496
3742334,marijuana abuse,C4316909,marijuana use,0.7966894507408142,10,49,7512,22496
3742334,marijuana abuse,C0024808,marijuana,0.7473585605621338,10,49,7512,22496
3777673,obsessive-compulsive disorder,C0028768,Obsessive-Compulsive Disorder,0.9727429151535034,19,116,6638,16887
3777673,obsessive-compulsive disorder,C1420214,obsessive-compulsive disorder 1,0.9617857336997986,19,116,6638,16887
3777673,obsessive-compulsive disorder,C0009595,Obsessive-Compulsive Personality Disorder,0.8704097270965576,19,116,6638,16887
3791281,binge drinkers,C0556346,binge drink,0.7454811334609985,12,446,0,26715
3791281,binge drinkers,C0556338,Drinker,0.6526684761047363,12,446,0,26715
3791281,binge drinkers,C0457801,non drinker,0.5923289060592651,12,446,0,26715
3791281,binge drinkers,C0262816,Syringe Drivers,0.550137460231781,12,446,0,26715
3791281,binge drinkers,C0337676,Social drinker,0.5141023397445679,12,446,0,26715
3842522,autism spectrum disorder,C0524528,Autism spectrum disorder,0.9845767617225647,42,232,11123,22456
3842522,autism spectrum disorder,C1510586,Autism spectrum disorder,0.9845767617225647,42,232,11123,22456
3842522,autism spectrum disorder,C0004352,Autism disorder,0.7902024388313293,42,232,11123,22456
3842522,autism spectrum disorder,C4286238,Autism Spectrum Disorder Gene Panel Reagents,0.7291615009307861,42,232,11123,22456
3842522,autism spectrum disorder,C4286239,Autism Spectrum Disorder Gene Mutation Reagents,0.721701443195343,42,232,11123,22456
3877773,Tourette syndrome,C0040517,Tourette Syndrome,0.9815427660942078,17,338,0,24556
3877773,Tourette syndrome,C0039082,syndrome,0.7029404640197754,17,338,0,24556
3893192,unhappy,C1688635,Unhappy,0.965053915977478,25,381,0,25372
3893192,unhappy,C4744614,Very unhappy,0.8717395067214966,25,381,0,25372
3893192,unhappy,C4082799,Feel Unhappy,0.8081185221672058,25,381,0,25372
3893192,unhappy,C4703428,Unhappy demeanor,0.7696265578269958,25,381,0,25372
3893192,unhappy,C3274925,Unhappy With Appearance,0.7509815692901611,25,381,0,25372
3913832,anorexia nervosa,C0003125,Anorexia nervosa,0.9716147184371948,66,409,2178,32124
3913832,anorexia nervosa,C5396958,Orthorexia nervosa,0.7781927585601807,66,409,2178,32124
3913832,anorexia nervosa,C5568567,Prepubertal anorexia nervosa,0.7446135878562927,66,409,2178,32124
3913832,anorexia nervosa,C0003123,Anorexia,0.7075310349464417,66,409,2178,32124
3984441,dementia with Lewy bodies,C0752347,Dementia with Lewy Bodies,0.9271519780158997,16,450,2077,31965
3984441,dementia with Lewy bodies,C0085200,Lewy bodies,0.6206755042076111,16,450,2077,31965
3984441,dementia with Lewy bodies,C0011265,dementia,0.5850844383239746,16,450,2077,31965
3984441,dementia with Lewy bodies,C0497327,dementia,0.5850844383239746,16,450,2077,31965
4017227,refractory epilepsy of the temporal lobe,C0014556,temporal lobe epilepsy,0.7421417236328125,23,274,7012,17348
4017227,refractory epilepsy of the temporal lobe,C1096063,Refractory Epilepsy,0.7000366449356079,23,274,7012,17348
4017227,refractory epilepsy of the temporal lobe,C1842564,Familial temporal lobe epilepsy,0.6612069010734558,23,274,7012,17348
4017227,refractory epilepsy of the temporal lobe,C0014556,temporal lobe epilepsy,0.7421417236328125,23,275,7012,17348
4017227,refractory epilepsy of the temporal lobe,C1096063,Refractory Epilepsy,0.7000366449356079,23,275,7012,17348
4017227,refractory epilepsy of the temporal lobe,C1842564,Familial temporal lobe epilepsy,0.6612069010734558,23,275,7012,17348
4029608,Social anxiety disorder,C0031572,Social Anxiety Disorder,0.9575433731079102,27,168,8770,22037
4029608,Social anxiety disorder,C0003469,Anxiety Disorder,0.8055554032325745,27,168,8770,22037
4029608,Social anxiety disorder,C0236748,Anxiety disorder due to medical disorder,0.7544277310371399,27,168,8770,22037
4029608,Social anxiety disorder,C0424166,social anxiety,0.7530109882354736,27,168,8770,22037
4029608,Social anxiety disorder,C3887605,Dream anxiety disorder (disorder),0.7020254135131836,27,168,8770,22037
4030253,Internet addiction,C5392078,Internet Addiction,0.9517041444778442,18,388,0,22915
4030253,Internet addiction,C0085281,Addiction,0.6845893859863281,18,388,0,22915
4030253,Internet addiction,C3898714,Internet Intervention,0.6720983982086182,18,388,0,22915
4030253,Internet addiction,C0282111,internet,0.6623272895812988,18,388,0,22915
4030253,Internet addiction,C4505067,Addiction medicine,0.5753015279769897,18,388,0,22915
4048172,chronic pain,C0150055,chronic pain,0.9859752655029297,13,33,8584,21370
4048172,chronic pain,C1333034,Chronic Cancer Pain,0.8103399872779846,13,33,8584,21370
4048172,chronic pain,C0205191,chronic,0.7912920117378235,13,33,8584,21370
4048172,chronic pain,C1555457,Chronic,0.7912920117378235,13,33,8584,21370
4174863,psychopathy,C0003431,Psychopathy,0.9918001294136047,157,415,2197,31756
4174863,psychopathy,C0033927,Psychopathology,0.7256017327308655,157,415,2197,31756
4174863,psychopathy,C0033930,Psychophysic,0.5671643614768982,157,415,2197,31756
4175730,chronic osteoarthritis,C0263778,Chronic osteoarthritis,0.9718143939971924,30,39,5086,19248
4175730,chronic osteoarthritis,C0029408,OSTEOARTHRITIS,0.7911454439163208,30,39,5086,19248
4175730,chronic osteoarthritis,C0949690,spine osteoarthritis,0.7278708815574646,30,39,5086,19248
