pmcid,diagnosis,umls_cui,umls_name,umls_prob,count,group_ix,start_char,end_char
2144768,healthy,C3898900,Healthy,0.9904220700263977,23.0,30,59146,59841
2144768,healthy,C0452415,Healthy Eating,0.791326642036438,23.0,30,59146,59841
2144768,healthy,C2963171,Healthy Aging,0.7907637357711792,23.0,30,59146,59841
2144768,healthy,C0018684,Health,0.7903434038162231,23.0,30,59146,59841
2144768,healthy,C2986479,Healthy Control,0.7621602416038513,23.0,30,59146,59841
2144768,healthy,C3898900,Healthy,0.9904220700263977,18.0,31,59146,59841
2144768,healthy,C0452415,Healthy Eating,0.791326642036438,18.0,31,59146,59841
2144768,healthy,C2963171,Healthy Aging,0.7907637357711792,18.0,31,59146,59841
2144768,healthy,C0018684,Health,0.7903434038162231,18.0,31,59146,59841
2144768,healthy,C2986479,Healthy Control,0.7621602416038513,18.0,31,59146,59841
2390848,healthy,C3898900,Healthy,0.9904220700263977,15.0,29,22735,23247
2390848,healthy,C0452415,Healthy Eating,0.791326642036438,15.0,29,22735,23247
2390848,healthy,C2963171,Healthy Aging,0.7907637357711792,15.0,29,22735,23247
2390848,healthy,C0018684,Health,0.7903434038162231,15.0,29,22735,23247
2390848,healthy,C2986479,Healthy Control,0.7621602416038513,15.0,29,22735,23247
2525845,healthy,C3898900,Healthy,0.9904220700263977,34.0,381,5998,8666
2525845,healthy,C0452415,Healthy Eating,0.791326642036438,34.0,381,5998,8666
2525845,healthy,C2963171,Healthy Aging,0.7907637357711792,34.0,381,5998,8666
2525845,healthy,C0018684,Health,0.7903434038162231,34.0,381,5998,8666
2525845,healthy,C2986479,Healthy Control,0.7621602416038513,34.0,381,5998,8666
2525845,excluded,C0332196,Excluded,0.9681730270385742,2.0,382,5998,8666
2525845,excluded,C1554077,Excluded,0.9681730270385742,2.0,382,5998,8666
2525845,excluded,C2828389,Excluded,0.9681730270385742,2.0,382,5998,8666
2525845,excluded,C5667508,Excluded Case,0.8659486770629883,2.0,382,5998,8666
2525845,excluded,C1552867,exclude,0.8204448819160461,2.0,382,5998,8666
2525845,excluded,C0332196,Excluded,0.9681730270385742,6.0,383,5998,8666
2525845,excluded,C1554077,Excluded,0.9681730270385742,6.0,383,5998,8666
2525845,excluded,C2828389,Excluded,0.9681730270385742,6.0,383,5998,8666
2525845,excluded,C5667508,Excluded Case,0.8659486770629883,6.0,383,5998,8666
2525845,excluded,C1552867,exclude,0.8204448819160461,6.0,383,5998,8666
2648877,Autism Spectrum Disorder,C0524528,Autism spectrum disorder,0.9845767617225647,33.0,155,10521,12299
2648877,Autism Spectrum Disorder,C1510586,Autism spectrum disorder,0.9845767617225647,33.0,155,10521,12299
2648877,Autism Spectrum Disorder,C0004352,Autism disorder,0.7902024388313293,33.0,155,10521,12299
2648877,Autism Spectrum Disorder,C4286238,Autism Spectrum Disorder Gene Panel Reagents,0.7291615009307861,33.0,155,10521,12299
2648877,Autism Spectrum Disorder,C4286239,Autism Spectrum Disorder Gene Mutation Reagents,0.721701443195343,33.0,155,10521,12299
2748718,neurologically healthy,C0205494,NEUROLOGICAL,0.7045258283615112,54.0,194,25958,29873
2748718,neurologically healthy,C0348374,neurological cancer,0.5922340750694275,54.0,194,25958,29873
2748718,neurologically healthy,C0422837,Neurological finding,0.5796178579330444,54.0,194,25958,29873
2748718,neurologically healthy,C0027765,Neurological disease,0.5674806237220764,54.0,194,25958,29873
2748718,neurologically healthy,C0034597,radiological health,0.5672454833984375,54.0,194,25958,29873
2748718,neurologically healthy,C0205494,NEUROLOGICAL,0.7045258283615112,40.0,195,25958,29873
2748718,neurologically healthy,C0348374,neurological cancer,0.5922340750694275,40.0,195,25958,29873
2748718,neurologically healthy,C0422837,Neurological finding,0.5796178579330444,40.0,195,25958,29873
2748718,neurologically healthy,C0027765,Neurological disease,0.5674806237220764,40.0,195,25958,29873
2748718,neurologically healthy,C0034597,radiological health,0.5672454833984375,40.0,195,25958,29873
2748718,neurologically healthy,C0205494,NEUROLOGICAL,0.7045258283615112,30.0,196,25958,29873
2748718,neurologically healthy,C0348374,neurological cancer,0.5922340750694275,30.0,196,25958,29873
2748718,neurologically healthy,C0422837,Neurological finding,0.5796178579330444,30.0,196,25958,29873
2748718,neurologically healthy,C0027765,Neurological disease,0.5674806237220764,30.0,196,25958,29873
2748718,neurologically healthy,C0034597,radiological health,0.5672454833984375,30.0,196,25958,29873
2775905,none,C0456148,None,0.9886488318443298,18.0,79,7644,8859
2775905,none,C0549184,None,0.9886488318443298,18.0,79,7644,8859
2775905,none,C1546509,none,0.9886488318443298,18.0,79,7644,8859
2775905,none,C1547191,none,0.9886488318443298,18.0,79,7644,8859
2775905,none,C1550083,None,0.9886488318443298,18.0,79,7644,8859
2935390,healthy,C3898900,Healthy,0.9904220700263977,10.0,109,7096,7923
2935390,healthy,C0452415,Healthy Eating,0.791326642036438,10.0,109,7096,7923
2935390,healthy,C2963171,Healthy Aging,0.7907637357711792,10.0,109,7096,7923
2935390,healthy,C0018684,Health,0.7903434038162231,10.0,109,7096,7923
2935390,healthy,C2986479,Healthy Control,0.7621602416038513,10.0,109,7096,7923
2995581,naive,C1513872,Naive B Cell,0.7532020211219788,18.0,202,24448,24931
2995581,naive,C3641721,Naive T Cell,0.7346933484077454,18.0,202,24448,24931
2995581,naive,C0302891,native,0.577443540096283,18.0,202,24448,24931
2995581,naive,C0108789,Naive T-cell marker,0.5483750700950623,18.0,202,24448,24931
2995581,naive,C3273372,CD4+ Naive T Cell,0.5465275645256042,18.0,202,24448,24931
3002948,phobic prone,C0033422,Prone,0.6658980846405029,15.0,456,8290,11062
3002948,phobic prone,C0349231,phobic disorder,0.5297921299934387,15.0,456,8290,11062
3002948,eating disorders prone,C0013473,EATING DISORDERS,0.8533963561058044,15.0,457,8290,11062
3002948,eating disorders prone,C0596170,binge disorders eating,0.7596011161804199,15.0,457,8290,11062
3002948,eating disorders prone,C0855228,Disordered Eating,0.7074334025382996,15.0,457,8290,11062
3002948,eating disorders prone,C4042784,Feeding and Eating Disorders,0.6898925304412842,15.0,457,8290,11062
3002948,eating disorders prone,C0013447,disorders earing,0.6843474507331848,15.0,457,8290,11062
3045463,idiopathic Parkinson's disease,C0030567,Idiopathic Parkinson's disease,0.9701851606369019,21.0,239,6018,9180
3078751,healthy,C3898900,Healthy,0.9904220700263977,14.0,308,10341,10716
3078751,healthy,C0452415,Healthy Eating,0.791326642036438,14.0,308,10341,10716
3078751,healthy,C2963171,Healthy Aging,0.7907637357711792,14.0,308,10341,10716
3078751,healthy,C0018684,Health,0.7903434038162231,14.0,308,10341,10716
3078751,healthy,C2986479,Healthy Control,0.7621602416038513,14.0,308,10341,10716
3078751,healthy,C3898900,Healthy,0.9904220700263977,10.0,309,10341,10716
3078751,healthy,C0452415,Healthy Eating,0.791326642036438,10.0,309,10341,10716
3078751,healthy,C2963171,Healthy Aging,0.7907637357711792,10.0,309,10341,10716
3078751,healthy,C0018684,Health,0.7903434038162231,10.0,309,10341,10716
3078751,healthy,C2986479,Healthy Control,0.7621602416038513,10.0,309,10341,10716
3078751,healthy,C3898900,Healthy,0.9904220700263977,12.0,310,10341,10716
3078751,healthy,C0452415,Healthy Eating,0.791326642036438,12.0,310,10341,10716
3078751,healthy,C2963171,Healthy Aging,0.7907637357711792,12.0,310,10341,10716
